MSSubClass,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,YrSold,SalePrice
60,9803,Somerst,7,5,2005,2005,466,866,GasA,866,902,1768,2,7,2,603,0,2008,226700.00
20,9170,Edwards,5,7,1965,1965,420,1214,GasA,1214,0,1214,1,6,2,461,0,2007,140000.00
20,15602,Crawfor,7,8,1959,1997,254,1501,GasA,1801,0,1801,2,6,2,484,0,2010,289000.00
160,2308,NPkVill,6,5,1974,1974,103,855,GasA,855,467,1322,2,6,2,440,260,2009,147000.00
90,7596,OldTown,5,5,1952,1952,960,960,GasA,960,1000,1960,2,10,2,400,0,2009,124500.00
60,9554,SawyerW,8,5,1993,1994,397,777,GasA,1065,846,1911,2,8,2,471,182,2006,215000.00
20,7862,Somerst,6,5,2009,2009,1191,1218,GasA,1218,0,1218,2,4,2,676,0,2009,208300.00
70,9600,OldTown,7,9,1928,2005,548,689,GasA,689,689,1378,2,7,2,360,0,2008,161000.00
20,9600,NAmes,5,6,1959,1959,50,1041,GasA,1041,0,1041,1,6,1,270,224,2009,124500.00
20,14559,NAmes,5,7,1951,2000,178,1008,GasA,1363,0,1363,1,6,1,288,324,2009,164900.00
120,6792,NridgHt,7,5,2005,2006,1368,1368,GasA,1368,0,1368,2,6,2,474,132,2006,202665.00
20,9100,NAmes,5,5,1958,1958,169,864,GasA,864,0,864,1,5,2,624,0,2006,129900.00
20,9187,Mitchel,6,5,1983,1983,748,1084,GasA,1080,0,1080,1,5,2,484,120,2007,134000.00
45,10594,Crawfor,5,5,1926,1950,768,768,Grav,789,0,789,1,5,1,200,0,2007,96500.00
20,12220,NridgHt,10,5,2009,2009,570,2006,GasA,2020,0,2020,2,9,3,900,156,2009,402861.00
80,10448,NWAmes,6,6,1972,1972,689,689,GasA,1378,741,2119,2,7,2,583,0,2009,158000.00
60,10208,NoRidge,7,5,1996,1997,1264,1264,GasA,1277,1067,2344,2,7,3,889,220,2009,265000.00
60,9531,CollgCr,6,5,1998,1998,88,794,GasA,882,914,1796,2,7,2,546,0,2007,211000.00
70,10918,Crawfor,7,9,1926,2004,1276,1276,GasA,1276,804,2080,1,9,1,282,0,2009,234000.00
190,10800,OldTown,4,7,1900,2000,0,0,GasA,694,600,1294,2,7,0,0,220,2008,106250.00
20,11988,NAmes,6,6,1957,1957,467,1244,GasA,1244,0,1244,1,6,1,336,0,2007,150000.00
50,5000,BrkSide,6,7,1947,1950,605,1004,GasA,1004,660,1664,2,7,2,420,0,2006,159000.00
60,40094,Edwards,10,5,2007,2008,878,3138,GasA,3138,1538,4676,3,11,3,884,208,2007,184750.00
60,11787,NoRidge,7,5,1996,1997,660,1379,GasA,1383,1015,2398,2,8,3,834,239,2007,315750.00
20,7500,Somerst,7,5,2005,2005,1257,1257,GasA,1266,0,1266,2,6,2,453,38,2006,176000.00
20,13300,NAmes,5,7,1956,2000,551,928,GasA,928,0,928,1,4,1,252,261,2007,132000.00
60,14948,NridgHt,9,5,2008,2008,122,1452,GasA,1476,1237,2713,2,11,3,858,126,2008,446261.00
30,9098,Edwards,4,7,1920,2002,180,528,GasA,605,0,605,1,5,0,0,0,2007,86000.00
20,32668,Crawfor,6,3,1957,1975,816,2035,GasA,2515,0,2515,3,9,2,484,0,2007,200624.00
80,10200,Timber,6,5,1988,1989,678,1461,GasA,1509,0,1509,2,5,2,600,224,2008,175000.00
70,6155,BrkSide,6,8,1920,1999,611,611,GasA,751,611,1362,2,6,2,502,0,2008,128000.00
20,7200,NAmes,5,7,1955,2007,0,0,GasA,827,0,827,1,5,1,392,0,2010,107500.00
20,5000,BrkSide,1,3,1946,1950,0,0,GasA,334,0,334,1,2,0,0,0,2007,39300.00
60,9056,Gilbert,8,5,2004,2004,707,707,GasA,707,707,1414,2,6,2,403,100,2006,178000.00
190,7000,Edwards,5,7,1910,1991,148,1117,GasA,820,527,1347,1,5,0,0,85,2008,107500.00
60,8924,CollgCr,7,5,1998,1999,880,880,GasA,880,844,1724,2,8,2,527,120,2008,188000.00
20,12735,NAmes,4,5,1972,1972,264,864,GasA,864,0,864,1,5,2,576,216,2008,111250.00
20,11553,Sawyer,5,5,1968,1968,378,1051,GasA,1159,0,1159,1,7,1,336,466,2006,158000.00
20,11423,CollgCr,8,5,2001,2002,223,1581,GasA,1601,0,1601,2,6,2,670,180,2010,272000.00
20,14601,Timber,9,5,2006,2006,578,1838,GasA,1838,0,1838,2,8,3,765,270,2009,315000.00
60,11000,NoRidge,8,5,2000,2000,969,969,GasA,997,1288,2285,2,8,3,648,0,2007,248000.00
20,10140,NWAmes,7,5,1998,1999,379,1650,GasA,1680,0,1680,2,7,2,583,78,2009,213250.00
120,4058,NAmes,7,5,1998,1998,0,723,GasA,767,0,767,1,4,1,367,120,2007,133000.00
60,17104,Gilbert,7,5,2006,2006,100,654,GasA,664,832,1496,2,7,2,426,100,2006,179665.00
50,13837,NWAmes,7,5,1988,1988,0,1204,GasA,1377,806,2183,2,9,3,786,0,2006,229000.00
50,8737,BrkSide,6,7,1923,1950,765,1065,GasA,915,720,1635,1,6,2,440,0,2007,210000.00
85,7244,Mitchel,5,7,1970,1970,149,768,GasA,768,0,768,1,5,2,624,104,2007,129500.00
20,8235,OldTown,5,7,1955,1995,0,825,GasA,825,0,825,1,4,2,720,140,2008,125000.00
60,9375,Somerst,7,5,2003,2004,912,912,GasA,912,1182,2094,2,8,2,615,182,2009,263000.00
120,4043,NPkVill,6,6,1977,1977,510,1069,GasA,1069,0,1069,2,4,2,440,0,2008,140000.00
20,6000,OldTown,5,6,1957,1957,620,928,GasA,928,0,928,1,5,1,288,0,2008,112500.00
20,11146,NridgHt,8,5,2006,2006,1709,1709,GasA,1717,0,1717,2,7,3,908,169,2009,255500.00
20,8777,Edwards,4,5,1949,2003,0,0,GasA,1126,0,1126,2,5,2,520,0,2009,108000.00
60,10625,NridgHt,7,5,2003,2004,132,998,GasA,1006,1040,2046,2,8,3,871,320,2008,284000.00
45,6380,BrkSide,5,6,1922,1950,993,993,GasA,1048,0,1048,1,5,1,280,0,2006,113000.00
20,14850,NAmes,5,5,1957,1957,197,1092,GasA,1092,0,1092,1,6,1,299,268,2006,141000.00
50,11040,IDOTRR,4,6,1920,1950,0,637,GasA,897,439,1336,1,7,1,570,0,2006,108000.00
60,21872,Gilbert,7,5,1996,1997,125,729,GasA,729,717,1446,2,6,2,406,264,2008,175000.00
120,3196,Blmngtn,7,5,2003,2004,1374,1374,GasA,1557,0,1557,2,7,2,420,143,2006,234000.00
20,11341,Sawyer,5,6,1957,1996,90,1392,GasA,1392,0,1392,1,5,2,528,0,2010,121500.00
20,10010,Mitchel,5,5,1974,1975,195,1389,GasA,1389,0,1389,1,6,2,418,240,2006,170000.00
30,13907,Edwards,5,6,1940,1969,706,996,GasA,996,0,996,1,6,0,0,144,2008,108000.00
50,21780,Edwards,6,7,1918,1950,1163,1163,GasA,1163,511,1674,2,8,2,396,72,2008,185000.00
60,13346,NoRidge,7,5,1992,2000,367,1095,GasA,1166,1129,2295,2,9,2,590,0,2006,268000.00
70,6858,SWISU,6,4,1915,1950,806,806,GasA,841,806,1647,1,6,1,216,0,2010,128000.00
60,11198,StoneBr,9,5,2005,2007,1122,1122,GasA,1134,1370,2504,2,11,3,656,144,2008,325000.00
20,10171,NridgHt,7,5,2004,2004,1515,1517,GasA,1535,0,1535,2,7,2,532,0,2010,214000.00
50,12327,SawyerW,8,8,1983,2009,55,1496,GasA,1496,636,2132,1,5,2,612,349,2009,316600.00
90,7032,NAmes,5,5,1979,1979,0,943,GasA,943,0,943,1,4,2,600,42,2006,135960.00
90,13101,NAmes,5,5,1965,1965,1497,1728,GasA,1728,0,1728,2,10,2,576,0,2008,142600.00
20,7332,NAmes,6,6,1959,1959,450,864,GasA,864,0,864,1,4,1,288,168,2006,120000.00
60,13159,Timber,7,5,2009,2009,846,846,GasA,846,846,1692,2,6,2,650,208,2009,224500.00
80,9967,Gilbert,7,5,2000,2000,384,384,GasA,774,656,1430,2,8,2,400,100,2007,170000.00
80,10500,NAmes,5,7,1971,2005,23,372,GasA,576,533,1109,1,5,1,288,35,2007,139000.00
50,8480,NAmes,5,5,1947,1950,390,832,GasA,832,384,1216,1,6,1,336,158,2008,118500.00
50,6292,SWISU,7,7,1928,1950,861,861,GasA,877,600,1477,2,6,1,216,0,2009,145000.00
80,11777,Sawyer,5,6,1966,1966,285,1164,GasA,1320,0,1320,1,6,2,564,160,2006,164500.00
160,3604,Somerst,7,5,2007,2007,689,689,GasA,703,689,1392,2,5,2,540,0,2008,146000.00
50,12150,OldTown,5,5,1954,1954,1050,1050,GasA,1050,745,1795,2,7,1,352,0,2008,131500.00
20,14585,NAmes,6,6,1960,1987,331,1144,GasA,1429,0,1429,1,7,2,572,216,2007,181900.00
20,12704,NridgHt,8,5,2008,2009,2042,2042,GasA,2042,0,2042,2,8,3,1390,0,2009,253293.00
90,11841,Edwards,6,5,1990,1990,0,816,GasA,816,0,816,1,5,0,0,0,2007,118500.00
75,13500,OldTown,10,9,1893,2000,1237,1237,GasA,1521,1254,2775,3,9,2,880,105,2008,325000.00
50,6120,BrkSide,4,7,1935,1995,884,884,GasA,989,584,1573,1,6,1,240,0,2009,133000.00
20,11443,Timber,8,5,2005,2006,408,1868,GasA,2028,0,2028,2,7,3,880,326,2006,369900.00
30,10267,BrkSide,6,7,1918,2000,0,816,GasA,838,0,838,1,5,1,275,0,2008,130000.00
85,8740,Sawyer,5,6,1982,1982,168,840,GasA,860,0,860,1,4,2,528,0,2009,137000.00
20,25095,ClearCr,5,8,1968,2003,113,1437,GasA,1473,0,1473,1,5,1,452,0,2009,143000.00
40,9100,BrkSide,5,6,1930,1960,742,742,GasA,779,0,935,1,4,1,308,0,2008,79500.00
60,8320,CollgCr,7,5,2004,2004,280,770,GasA,770,812,1582,2,6,2,520,0,2008,185900.00
60,13478,NridgHt,10,5,2008,2008,384,1722,GasA,1728,568,2296,2,10,3,842,382,2009,451950.00
20,6600,Mitchel,5,8,1982,2003,0,816,GasA,816,0,816,1,4,2,816,0,2008,138000.00
120,4435,CollgCr,6,5,2003,2003,163,848,GasA,848,0,848,1,4,2,420,140,2009,140000.00
20,7990,CollgCr,5,6,1975,1975,924,924,GasA,924,0,924,1,5,1,280,0,2008,110000.00
20,11302,StoneBr,8,5,2005,2006,392,1814,GasA,1826,0,1826,2,7,3,758,180,2006,319000.00
70,3600,OldTown,6,7,1910,1993,684,684,GasA,684,684,1368,1,7,1,216,0,2006,114504.00
120,3922,Blmngtn,7,5,2006,2007,1258,1258,GasA,1402,0,1402,0,7,3,648,120,2007,194201.00
20,12984,Crawfor,5,6,1977,1977,0,1430,GasA,1647,0,1647,2,7,2,621,0,2006,217500.00
160,1950,Blueste,6,6,1980,1980,23,716,GasA,716,840,1556,2,6,2,452,161,2008,151000.00
60,10927,NridgHt,8,5,2005,2005,512,1058,GasA,1058,846,1904,2,8,2,736,179,2006,275000.00
50,9000,IDOTRR,6,6,1937,1950,780,780,GasA,780,595,1375,1,6,1,544,0,2007,141000.00
60,10041,SawyerW,8,5,1992,1992,119,908,GasA,927,988,1915,2,8,2,506,120,2006,220000.00
160,3182,Somerst,7,5,2004,2005,600,600,GasA,600,600,1200,2,4,2,480,0,2010,151000.00
20,12803,CollgCr,7,5,2002,2002,572,1494,GasA,1494,0,1494,2,6,2,530,192,2008,221000.00
60,13600,NAmes,7,6,1965,1990,314,768,GasA,1186,800,1986,2,7,2,486,0,2009,205000.00
20,12464,CollgCr,5,5,1996,1996,308,1040,GasA,1040,0,1040,1,6,2,576,168,2009,152000.00
20,7800,Edwards,5,8,1948,2002,293,896,GasA,1112,896,2008,3,8,1,230,103,2006,225000.00
70,12168,Crawfor,8,6,1934,1998,537,965,GasA,1940,1254,3194,2,10,2,380,0,2007,359100.00
20,7943,Sawyer,4,5,1961,1961,126,1029,GasA,1029,0,1029,1,5,1,261,64,2007,118500.00
60,11050,CollgCr,9,5,2000,2000,536,1440,GasA,1476,677,2153,2,8,3,736,253,2009,313000.00
80,10395,NWAmes,6,6,1978,1978,427,1032,GasA,1032,0,1032,2,6,2,564,0,2007,148000.00
60,11885,CollgCr,8,5,2001,2001,309,1299,GasA,1299,573,1872,2,7,2,531,160,2009,261500.00
20,8402,Mitchel,5,5,2007,2007,914,1120,GasA,1120,0,1120,1,6,0,0,0,2007,147000.00
180,1491,MeadowV,4,6,1972,1972,0,630,GasA,630,0,630,1,3,0,0,96,2010,75500.00
85,8800,NAmes,6,7,1963,1963,173,936,GasA,1054,0,1054,1,6,2,480,120,2010,137500.00
60,7861,Gilbert,6,5,2002,2003,326,783,GasA,807,702,1509,2,7,2,393,100,2006,183200.00
45,7227,NAmes,6,6,1954,1954,832,832,GasA,832,0,832,1,4,2,528,0,2008,105500.00
20,11694,NridgHt,9,5,2007,2007,1774,1822,GasA,1828,0,1828,2,9,3,774,0,2007,314813.00
60,12244,Timber,8,5,2003,2003,611,1482,GasA,1482,780,2262,2,10,3,749,168,2008,305000.00
30,8248,Edwards,3,3,1914,1950,823,864,GasA,864,0,864,1,5,0,0,0,2008,67000.00
60,10800,NWAmes,6,7,1974,1997,384,1522,GasA,1548,1066,2614,2,9,2,624,38,2008,240000.00
20,7064,Sawyer,5,6,1977,1977,420,980,GasA,980,0,980,1,6,2,484,192,2009,135000.00
160,2117,Somerst,6,5,2000,2000,336,756,GasA,756,756,1512,2,4,2,440,0,2007,168500.00
60,10400,NWAmes,6,5,1972,1972,485,732,GasA,1012,778,1790,1,8,2,484,148,2006,165150.00
20,10000,NAmes,6,6,1962,1962,1116,1116,GasA,1116,0,1116,1,5,2,440,0,2010,160000.00
20,12342,NAmes,5,5,1960,1978,978,978,GasA,1422,0,1422,1,6,1,286,0,2007,139900.00
80,9600,NAmes,6,6,1955,1972,350,1156,GasA,1520,0,1520,1,7,1,364,0,2010,153000.00
60,11606,NAmes,5,5,1969,1969,390,1040,GasA,1040,1040,2080,1,9,2,504,335,2007,135000.00
80,9020,NAmes,6,5,1964,1964,288,1248,GasA,1350,0,1350,1,6,2,520,176,2008,168500.00
70,9000,OldTown,5,6,1880,1991,636,636,GasA,1089,661,1750,1,8,1,240,0,2006,124000.00
120,4590,NridgHt,8,5,2006,2006,1530,1554,GasA,1554,0,1554,2,6,2,627,156,2007,209500.00
20,11900,NWAmes,7,5,1977,1977,564,1386,GasA,1411,0,1411,2,6,2,544,192,2009,82500.00
20,9250,NAmes,5,7,1954,2005,108,1056,GasA,1056,0,1056,1,6,1,260,390,2007,139400.00
90,6979,OldTown,6,5,1980,1980,0,1056,GasA,1056,0,1056,0,4,2,576,264,2010,144000.00
190,10896,SWISU,6,7,1914,1995,1184,1440,GasA,1440,1440,3395,2,14,0,0,0,2007,200000.00
30,6120,BrkSide,2,3,1936,1950,264,264,Grav,800,0,800,1,4,0,0,0,2009,60000.00
190,6000,OldTown,5,4,1954,1954,811,811,GasA,811,576,1387,2,7,1,256,0,2009,93000.00
30,8777,Edwards,5,7,1910,1950,796,796,GasA,796,0,796,1,4,0,0,328,2008,85000.00
120,3982,Blmngtn,8,5,2006,2006,366,1520,GasA,1567,0,1567,2,7,3,648,312,2006,264561.00
120,12677,NridgHt,8,5,2003,2004,300,1518,GasA,1518,0,1518,1,6,2,588,185,2008,274000.00
60,7050,Somerst,7,5,2001,2001,319,1057,GasA,1057,872,1929,2,7,2,650,0,2007,226000.00
80,13860,NAmes,8,7,1972,1995,542,1952,GasA,2000,704,2704,2,9,2,538,269,2009,345000.00
60,10793,NWAmes,5,5,1969,1969,0,780,GasA,780,840,1620,2,7,2,462,208,2007,152000.00
20,9187,Somerst,9,5,2009,2009,645,1766,GasA,1766,0,1766,2,7,3,478,195,2009,370878.00
20,10530,NAmes,6,5,1971,1971,664,981,GasA,981,0,981,1,5,2,576,0,2007,143250.00
20,7200,NAmes,5,5,1950,1950,0,0,GasA,1048,0,1048,1,7,2,420,0,2008,98300.00
20,10452,Edwards,6,5,1953,1953,594,1094,GasA,1094,0,1094,1,5,2,495,0,2008,155000.00
60,7700,NAmes,6,5,1966,1966,756,756,GasA,1051,788,1839,1,7,2,442,0,2010,155000.00
180,1936,MeadowV,4,6,1970,1970,0,630,GasA,630,0,630,1,3,0,0,0,2007,84500.00
60,8125,Somerst,7,6,2007,2007,813,813,GasA,822,843,1665,2,7,2,562,0,2008,205950.00
70,9084,Edwards,4,5,1940,1950,755,755,GasA,755,755,1510,1,7,1,296,120,2009,108000.00
60,8750,CollgCr,7,5,1996,1996,880,880,GasA,909,807,1716,2,7,2,512,0,2009,191000.00
50,10320,IDOTRR,6,7,1906,1995,756,756,GasA,756,713,1469,1,7,1,216,57,2008,135000.00
20,10437,NoRidge,8,6,1995,1995,413,2109,GasA,2113,0,2113,2,7,3,839,236,2008,350000.00
160,1680,BrDale,6,5,1971,1971,525,525,GasA,525,567,1092,1,6,1,264,0,2010,88000.00
20,10007,NAmes,5,7,1959,2006,247,1053,GasA,1053,0,1053,1,5,1,312,0,2008,145500.00
70,7200,Crawfor,7,6,1931,2000,776,776,GasA,851,651,1502,1,6,1,270,0,2008,149000.00
50,17503,NAmes,6,5,1948,1950,912,912,GasA,912,546,1458,1,6,1,330,192,2010,97500.00
20,9937,Edwards,5,7,1964,1999,849,1486,GasA,1486,0,1486,1,7,2,480,0,2009,167000.00
60,12384,NWAmes,7,7,1976,1976,793,793,GasA,1142,793,1935,2,7,2,550,0,2007,197900.00
60,46589,NoRidge,8,7,1994,2005,88,1629,GasA,1686,762,2448,2,8,3,711,517,2009,402000.00
20,13560,NAmes,6,3,1968,1968,1392,1392,GasA,1392,0,1392,1,5,2,576,0,2009,110000.00
85,10012,Edwards,4,5,1972,1972,38,1138,GasA,1181,0,1181,2,6,2,588,0,2008,137500.00
20,20896,Somerst,8,5,2005,2006,356,2077,GasA,2097,0,2097,1,8,3,1134,192,2006,423000.00
60,11194,Gilbert,8,5,2000,2000,1406,1406,GasA,1454,482,1936,2,7,2,504,188,2006,230500.00
60,18450,NAmes,6,5,1965,1979,111,1021,GasA,1465,915,2380,2,7,2,596,0,2007,129000.00
20,8125,SawyerW,6,5,1994,1998,270,1408,GasA,1679,0,1679,2,7,2,575,224,2008,193500.00
20,14175,Sawyer,5,6,1956,1987,200,1188,GasA,1437,0,1437,1,6,2,576,304,2006,168000.00
30,11600,Crawfor,4,5,1922,1950,700,700,GasA,1180,0,1180,1,5,1,252,0,2006,137500.00
60,8633,CollgCr,6,5,2005,2005,545,738,GasA,738,738,1476,2,7,2,540,100,2009,173500.00
70,6629,Edwards,6,6,1925,1950,121,672,GasA,697,672,1369,2,6,1,300,147,2009,103600.00
20,11250,Veenker,6,6,1977,1977,441,1208,GasA,1208,0,1208,1,6,2,546,198,2006,165000.00
20,14442,Crawfor,6,7,1957,2004,291,1477,GasA,1839,0,1839,2,7,2,416,0,2007,257500.00
20,9200,NAmes,6,6,1965,1965,244,1136,GasA,1136,0,1136,1,5,1,384,426,2008,140000.00
160,2289,NPkVill,6,6,1978,1978,544,855,GasA,855,586,1441,2,7,2,440,28,2009,148500.00
70,9600,OldTown,4,2,1900,1950,1095,1095,GasW,1095,679,1774,2,8,3,779,0,2006,87000.00
30,9022,OldTown,5,8,1924,2006,768,768,GasA,792,0,792,1,5,1,240,316,2009,109500.00
20,11844,StoneBr,8,5,2008,2008,2046,2046,GasA,2046,0,2046,2,7,3,834,322,2009,372500.00
20,9945,Sawyer,5,5,1961,1961,161,988,GasA,988,0,988,1,5,2,572,0,2007,128500.00
120,8012,SawyerW,6,5,1980,1980,261,923,GasA,923,0,923,2,5,1,264,80,2010,143000.00
50,4500,SWISU,5,5,1932,2000,611,793,GasA,848,672,1520,1,6,1,281,0,2009,159434.00
120,2887,ClearCr,6,5,1996,1997,288,1291,GasA,1291,0,1291,1,6,2,431,307,2008,173000.00
20,11248,CollgCr,9,5,2002,2002,567,1626,GasA,1668,0,1668,2,7,3,702,257,2007,285000.00
60,16770,NoRidge,7,5,1998,1998,1195,1195,GasA,1195,644,1839,2,7,2,486,0,2010,221000.00
160,5062,StoneBr,7,5,1984,1984,180,1190,GasA,1190,900,2090,2,6,2,577,219,2007,207500.00
60,10207,Somerst,7,6,2007,2007,874,874,GasA,874,887,1761,3,7,2,578,144,2007,227875.00
160,5105,Somerst,7,5,2004,2004,312,551,GasA,551,551,1102,2,4,2,480,0,2007,148800.00
20,8089,StoneBr,8,6,2007,2007,474,1419,GasA,1419,0,1419,2,7,2,567,140,2007,392000.00
120,7577,NridgHt,6,5,2005,2006,1342,1362,GasA,1362,0,1362,2,6,2,460,192,2007,194700.00
120,4426,CollgCr,6,5,2004,2004,151,848,GasA,848,0,848,1,3,2,420,149,2008,141000.00
60,21535,NoRidge,10,6,1994,1995,989,2444,GasA,2444,1872,4316,3,10,3,832,382,2007,755000.00
60,26178,Timber,7,5,1989,1990,245,1210,GasA,1238,1281,2519,2,9,2,628,320,2006,335000.00
30,5400,OldTown,5,6,1921,1968,1073,1073,GasA,1073,0,1073,1,4,1,326,0,2006,108480.00
50,6120,BrkSide,5,6,1936,1950,927,927,GasA,1067,472,1539,1,5,2,576,112,2009,141500.00
20,13811,Timber,6,6,1987,1987,92,1112,GasA,1137,0,1137,2,5,2,551,125,2006,176000.00
30,6000,BrkSide,5,7,1921,1950,0,616,GasA,616,0,616,1,4,1,205,0,2006,89000.00
20,6420,Edwards,5,7,1952,1952,219,980,GasA,1148,0,1148,1,6,1,308,0,2006,123500.00
20,8450,Sawyer,5,8,1965,2009,224,894,GasA,894,0,894,1,5,1,336,416,2010,138500.00
120,4282,Somerst,7,5,2004,2004,1375,1391,GasA,1391,0,1391,2,5,2,530,156,2008,196000.00
20,14331,Timber,8,5,2002,2002,526,1800,GasA,1800,0,1800,2,7,3,765,270,2006,312500.00
20,9600,NWAmes,7,5,1969,1969,1164,1164,GasA,1164,0,1164,1,6,2,528,0,2006,140000.00
60,12438,StoneBr,8,5,2006,2006,1234,1234,GasA,1264,1312,2576,2,10,3,666,324,2006,361919.00
190,7630,OldTown,5,9,1900,1996,360,360,GasA,1032,780,1812,2,8,2,672,344,2010,140000.00
20,8400,CollgCr,7,5,2004,2005,761,1473,GasA,1484,0,1484,2,7,2,606,0,2010,213000.00
190,5600,IDOTRR,4,5,1930,1950,0,0,GasA,372,720,1092,2,7,0,0,0,2010,55000.00
20,115149,ClearCr,7,5,1971,2002,424,1643,GasA,1824,0,1824,2,5,2,739,380,2007,302000.00
120,6240,NridgHt,8,5,2006,2006,461,1324,GasA,1324,0,1324,2,6,2,550,192,2009,254000.00
60,9018,Gilbert,7,5,2007,2007,728,728,GasA,728,728,1456,2,8,2,400,100,2007,179540.00
20,7162,Sawyer,5,7,1966,1966,876,876,GasA,904,0,904,1,6,1,408,0,2008,109900.00
30,4130,BrkSide,3,6,1935,2003,270,270,GasA,729,0,729,1,5,0,0,0,2008,52000.00
50,8712,IDOTRR,4,7,1900,1950,859,859,GasA,859,319,1178,1,7,1,384,68,2010,102776.00
120,4671,StoneBr,8,5,1988,1989,461,1228,GasA,1228,0,1228,2,5,2,472,168,2008,189000.00
190,9873,BrkSide,4,5,1970,1970,171,960,GasW,960,0,960,1,6,2,576,0,2006,129000.00
60,13517,Sawyer,6,8,1976,2005,192,725,GasA,725,754,1479,2,6,2,475,0,2010,130500.00
20,10140,NWAmes,6,5,1974,1974,1064,1064,GasA,1350,0,1350,2,7,2,478,0,2009,165000.00
70,10800,OldTown,7,8,1890,1998,718,718,GasA,1576,978,2554,1,8,2,704,0,2007,159500.00
20,10000,NWAmes,5,6,1973,2000,92,1176,GasA,1178,0,1178,1,5,2,439,224,2008,157000.00
60,10542,NoRidge,7,5,1993,1994,138,1311,GasA,1325,1093,2418,2,9,3,983,250,2008,341000.00
20,9920,CollgCr,5,6,1969,1969,448,971,GasA,971,0,971,1,5,1,300,0,2006,128500.00
120,6563,StoneBr,8,5,1985,1985,594,1742,GasA,1742,0,1742,2,5,2,564,114,2006,275000.00
120,4426,CollgCr,6,5,2004,2004,186,848,GasA,848,0,848,1,3,2,420,160,2010,143000.00
20,8120,NAmes,4,7,1970,1970,673,864,GasA,864,0,864,1,5,2,463,0,2009,124500.00
50,8172,Edwards,4,6,1954,1972,941,941,GasA,997,473,1470,2,7,1,548,0,2008,135000.00
20,13286,Edwards,9,5,2007,2008,464,1698,GasA,1698,0,1698,2,8,3,768,327,2009,320000.00
20,6960,NAmes,4,6,1970,1970,250,864,GasA,864,0,864,1,5,2,660,96,2009,120500.00
20,21695,Crawfor,6,9,1988,2007,72,880,GasA,1680,0,1680,2,5,2,540,292,2009,222000.00
20,7314,CollgCr,7,5,2007,2007,508,1232,GasA,1232,0,1232,2,6,2,632,132,2009,194500.00
90,11475,NAmes,5,5,1958,1958,1584,1584,GasA,1776,0,1776,2,9,3,888,0,2009,110000.00
30,6240,IDOTRR,4,5,1925,1950,628,780,GasA,848,0,1208,1,5,2,539,0,2009,103000.00
120,5389,StoneBr,8,5,1995,1996,415,1595,GasA,1616,0,1616,2,5,2,608,237,2010,236500.00
80,9590,Timber,7,5,2003,2003,82,868,GasA,1146,0,1146,2,6,2,438,160,2007,187500.00
60,11404,CollgCr,7,5,1998,1999,901,1153,GasA,1153,878,2031,2,8,2,541,192,2008,222500.00
20,10000,Sawyer,5,6,1961,1983,270,864,GasA,1144,0,1144,1,6,1,264,165,2009,131400.00
20,8978,Sawyer,5,5,1968,1968,948,948,GasA,948,0,948,1,6,1,300,147,2007,108000.00
75,10800,OldTown,7,7,1914,1970,490,880,GasW,880,888,1768,1,6,2,320,0,2006,163000.00
90,8544,NAmes,3,4,1950,1950,0,0,GasA,1040,0,1040,2,6,2,400,0,2006,93500.00
60,10463,Gilbert,8,5,2005,2005,893,893,GasA,901,900,1801,2,8,3,800,0,2006,239900.00
90,10800,Edwards,5,5,1987,1988,0,1200,GasA,1200,0,1200,3,5,0,0,120,2009,179000.00
60,9313,CollgCr,7,5,2004,2004,864,864,GasA,864,864,1728,2,7,2,572,187,2009,190000.00
70,9600,OldTown,5,7,1910,2002,264,264,GasA,768,664,1432,2,7,2,360,270,2007,132000.00
20,6768,Sawyer,6,8,1961,1996,80,912,GasA,912,0,912,1,5,1,288,168,2008,142000.00
20,8450,SawyerW,7,5,2000,2001,1349,1349,GasA,1349,0,1349,2,6,2,539,120,2007,179000.00
80,12886,Sawyer,5,6,1963,1999,76,520,GasA,1464,0,1464,2,6,2,480,302,2009,175000.00
120,5395,StoneBr,8,5,1993,1993,604,1337,GasA,1337,0,1337,2,5,2,462,96,2008,180000.00
60,8963,NWAmes,8,9,1976,1996,487,1142,GasA,1175,1540,2715,3,11,2,831,0,2008,299800.00
60,8795,Gilbert,7,5,2000,2000,652,952,GasA,980,1276,2256,2,8,2,554,224,2009,236000.00
70,11700,OldTown,7,7,1880,2003,1240,1240,GasW,1320,1320,2640,1,8,4,864,181,2009,265979.00
20,10593,NoRidge,7,5,1996,1996,801,1720,GasA,1720,0,1720,2,7,2,527,240,2010,260400.00
50,8405,Edwards,4,3,1945,1950,0,0,Wall,1088,441,1529,2,9,1,240,92,2009,98000.00
50,8800,OldTown,4,7,1910,2004,576,576,GasA,792,348,1140,1,7,0,0,0,2010,96500.00
60,7750,Gilbert,7,5,2003,2003,660,660,GasA,660,660,1320,2,6,2,400,0,2007,162000.00
20,9236,CollgCr,6,5,1997,1997,279,1479,GasA,1494,0,1494,2,6,2,576,168,2006,217000.00
60,10240,NridgHt,8,5,2005,2005,1030,1030,GasA,1038,1060,2098,2,8,3,878,192,2006,275500.00
